GINNINDERRA PENINSULA DISTRICT PARK,BELCONNEN,-35.22581078556837,149.06941520670023,ELECTRIC,DOUBLE,Y,CONCRETE,NO,TAP,
JOHN KNIGHT MEMORIAL PARK,BELCONNEN,-35.23439785686701,149.07337606172158,ELECTRIC,DOUBLE,Y,STEEL,YES,TAP,
JOHN KNIGHT MEMORIAL PARK,BELCONNEN,-35.23474935758308,149.07336535334284,ELECTRIC,DOUBLE,Y,STEEL,YES,TAP,
CARLILE STREET PEDESTRIAN PARKLAND,EVATT,-35.21805196616149,149.06710314413485,ELECTRIC,DOUBLE,N,,,,
TATTERSALL CRESCENT NEIGHBOURHOOD PARK,FLOREY,-35.22358119240674,149.0569255278184,ELECTRIC,DOUBLE,Y,,,,
HALL PARK,HALL,-35.1721217148012,149.06969397257734,WOOD,DOUBLE,Y,,,,
HALL PARK,HALL,-35.171788197995035,149.06978153671787,WOOD,DOUBLE,Y,,,,
UMBAGONG DISTRICT PARK,LATHAM,-35.21165575907552,149.03108956980003,ELECTRIC,DOUBLE,N,CONCRETE,YES,NONE,ALUMINIUM
UMBAGONG DISTRICT PARK,LATHAM,-35.21575693192697,149.02885028353302,ELECTRIC,DOUBLE,N,CONCRETE,YES,NONE,ALUMINIUM
UMBAGONG DISTRICT PARK,LATHAM,-35.216000254080946,149.0289821294878,ELECTRIC,DOUBLE,N,CONCRETE,YES,TAP,ALUMINIUM
MARKS PLACE PEDESTRIAN PARKLAND,MACGREGOR,-35.208016481554345,149.01410064265275,ELECTRIC,DOUBLE,Y,CONCRETE,YES,TAP,ALUMINIUM
HARPER STREET PEDESTRIAN PARKLAND,MACGREGOR,-35.21331593791127,149.01479281707643,ELECTRIC,DOUBLE,Y,CONCRETE,YES,NONE,ALUMINIUM
PALMERVILLE HERITAGE PARK,MCKELLAR,-35.212030150237915,149.08573492631857,ELECTRIC,DOUBLE,Y,CONCRETE,YES,TAP,ALUMINIUM
PALMERVILLE HERITAGE PARK,MCKELLAR,-35.21176889213245,149.08555897379725,ELECTRIC,DOUBLE,N,CONCRETE,YES,NONE,ALUMINIUM
YERRABI DISTRICT PARK,GUNGAHLIN,-35.17938536020483,149.1306347140522,ELECTRIC,SINGLE,N,STEEL,YES,TAP_WALL,
YERRABI DISTRICT PARK,GUNGAHLIN,-35.179267952181405,149.13087604123282,ELECTRIC,SINGLE,N,STEEL,YES,TAP_WALL,
YERRABI DISTRICT PARK,GUNGAHLIN,-35.17920490694801,149.13083203799187,ELECTRIC,SINGLE,Y,STEEL,YES,TAP_WALL,
YERRABI DISTRICT PARK,GUNGAHLIN,-35.179358354920225,149.1306017418361,ELECTRIC,SINGLE,Y,STEEL,YES,TAP_WALL,
BAILLIEU LANE PEDESTRIAN PARKLAND,MITCHELL,-35.21792974846826,149.14217979972778,GAS,DOUBLE,Y,,,,
GRIFFIN PLACE - PEDESTRIAN PARKLAND,MONASH,-35.418473263436844,149.08393667282357,ELECTRIC,DOUBLE,Y,,,,
NEWMAN-MORRIS CIRCUIT - NEIGHBOURHOOD PARK,OXLEY,-35.406579932416214,149.078784929065,ELECTRIC,DOUBLE,Y,,,,
KAMBAH DISTRICT PARK,KAMBAH,-35.38865427563898,149.06053318352699,ELECTRIC,DOUBLE,N,CONCRETE,YES,TAP,
KAMBAH DISTRICT PARK,KAMBAH,-35.38859123502866,149.06042308720956,ELECTRIC,DOUBLE,N,CONCRETE,YES,NONE,
KAMBAH DISTRICT PARK,KAMBAH,-35.39186201914013,149.06214210143943,ELECTRIC,DOUBLE,N,STEEL,YES,BOX,
KAMBAH DISTRICT PARK,KAMBAH,-35.392060317259286,149.06208720022866,ELECTRIC,DOUBLE,N,STEEL,YES,NONE,
KAMBAH DISTRICT PARK,KAMBAH,-35.39217750803989,149.06202123981333,ELECTRIC,DOUBLE,Y,STEEL,YES,TAP,
TUGGERANONG TOWN PARK,GREENWAY,-35.41075995778424,149.06473046198218,ELECTRIC,DOUBLE,Y,STEEL,YES,TAP_WALL,
POINT HUT DISTRICT PARK,GORDON,-35.45603643569598,149.08469832967276,ELECTRIC,DOUBLE,N,,,,
MARYBOROUGH STREET - PEDESTRIAN PARKLAND,FYSHWICK,-35.32679556973443,149.17665814523707,ELECTRIC,SINGLE,Y,,,,
MARYBOROUGH STREET - PEDESTRIAN PARKLAND,FYSHWICK,-35.32683172635146,149.17658123898545,ELECTRIC,DOUBLE,Y,,,,
BEDFORD STREET - NEIGHBOURHOOD PARK,DEAKIN,-35.318224680302826,149.1120714236933,GAS,DOUBLE,Y,CONCRETE,YES,WALL,CAST IRON
TELOPEA PARK,BARTON,-35.31563203124345,149.13729238303222,ELECTRIC,DOUBLE,N,STEEL,YES,NONE,
TELOPEA PARK,BARTON,-35.315551022987194,149.1371932937981,ELECTRIC,DOUBLE,Y,STEEL,YES,TAP,
TELOPEA PARK,BARTON,-35.314874452037614,149.1377859932168,ELECTRIC,DOUBLE,Y,STEEL,YES,TAP,
TELOPEA PARK,BARTON,-35.311113681357206,149.14014399875,GAS,DOUBLE,Y,CONCRETE,YES,WALL,
ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND,YARRALUMLA,-35.29786761215841,149.10926436287255,GAS,DOUBLE,Y,STEEL,NO,LOCK,
ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND,YARRALUMLA,-35.29874071702086,149.11060663897456,GAS,DOUBLE,Y,STEEL,NO,LOCK,
LENNOX GARDENS,YARRALUMLA,-35.2989568016604,149.12108370443633,ELECTRIC,DOUBLE,N,CONCRETE,NO,LOCK,
LENNOX GARDENS,YARRALUMLA,-35.29904659161348,149.1214466134771,ELECTRIC,DOUBLE,N,CONCRETE,NO,NONE,
LENNOX GARDENS,YARRALUMLA,-35.29847846196022,149.1218086126338,ELECTRIC,DOUBLE,Y,STEEL,YES,TAP,
WESTON PARK,YARRALUMLA,-35.295724446221506,149.09514664524562,GAS,DOUBLE,Y,CONCRETE,YES,WALL,
WESTON PARK,YARRALUMLA,-35.29372488558414,149.09338568810165,GAS,DOUBLE,Y,CONCRETE,YES,TAP_WALL,DUAL
WESTON PARK,YARRALUMLA,-35.29138379127552,149.09018445841244,ELECTRIC,DOUBLE,Y,CONCRETE,NO,TAP,
WESTON PARK,YARRALUMLA,-35.292526339753515,149.09319757386874,ELECTRIC,DOUBLE,Y,STEEL,YES,WALL,ALUMINIUM
WESTON PARK,YARRALUMLA,-35.290842369487386,149.0911732353872,ELECTRIC,DOUBLE,Y,CONCRETE,YES,TAP_WALL,
WESTON PARK,YARRALUMLA,-35.290282921910084,149.0921509885024,GAS,DOUBLE,Y,STEEL,YES,TAP,
WESTON PARK,YARRALUMLA,-35.2900012116651,149.09547037048418,GAS,DOUBLE,Y,,,,
ELLENBOROUGH STREET - PEDESTRIAN PARKLAND,LYNEHAM,-35.240678337293915,149.12402471614314,ELECTRIC,DOUBLE,Y,CONCRETE,YES,TAP,
JOHN KNIGHT MEMORIAL PARK,BELCONNEN,-35.23787629161338,149.0742466320383,ELECTRIC,DOUBLE,Y,CONCRETE,YES,TAP_WALL,
JOHN KNIGHT MEMORIAL PARK,BELCONNEN,-35.23785828981654,149.07420267671318,ELECTRIC,SINGLE,Y,CONCRETE,YES,WALL,
VICTORIA STREET ROAD VERGE,HALL,-35.1614086096141,149.0631010787332,WOOD,DOUBLE,N,,,,
FADDEN PINES DISTRICT PARK,FADDEN,-35.411659018894845,149.12023733459992,ELECTRIC,DOUBLE,Y,CONCRETE,YES,TAP,ALUMINIUM
FADDEN PINES DISTRICT PARK,FADDEN,-35.41041549747595,149.12002646680193,ELECTRIC,DOUBLE,N,CONCRETE,NO,TAP,
FADDEN PINES DISTRICT PARK,FADDEN,-35.410911784139124,149.11936662529087,ELECTRIC,DOUBLE,N,CONCRETE,YES,TAP,
FADDEN PINES DISTRICT PARK,FADDEN,-35.4112887282731,149.12108449887032,ELECTRIC,DOUBLE,Y,CONCRETE,YES,TAP,ALUMINIUM
CANDLEBARK CLOSE NEIGHBOURHOOD PARK,NICHOLLS,-35.192418702451185,149.11000236792742,ELECTRIC,DOUBLE,N,,,,
CANDLEBARK CLOSE NEIGHBOURHOOD PARK,NICHOLLS,-35.19204005755238,149.1101336494905,ELECTRIC,DOUBLE,N,,,,
TUGGERANONG TOWN PARK,GREENWAY,-35.4099036097063,149.0650931574052,ELECTRIC,DOUBLE,,STEEL,YES,TAP,
LAKE TUGGERANONG DISTRICT PARK,GREENWAY,-35.408432320486845,149.06979270489398,ELECTRIC,DOUBLE,Y,,,,
LAKE TUGGERANONG DISTRICT PARK,GREENWAY,-35.407215248123386,149.0705733758516,ELECTRIC,DOUBLE,Y,,,,
LAKE TUGGERANONG DISTRICT PARK,GREENWAY,-35.40517795959149,149.07150750524184,ELECTRIC,DOUBLE,Y,,,,
BUNYA CLOSE PEDESTRIAN PARKLAND,PALMERSTON,,,ELECTRIC,DOUBLE,Y,,,,
